"player_name","overall_rating","gk_rating","No_of_Presences","No_of_leagues"
"Josh Meekings",67,55,126,1
"Lukas Droppa",63,42,14,1
"Gwion Edwards",62,48,4,1
"Ben Davies",76,45,88,1
"Hugo Sousa",66,54,14,1
"Rhys McCabe",62,39,8,1
"Ronny Garbuschewski",67,59,3,1
"Philip Heise",70,67,1,1
"Adis Jahovic",69,56,5,1
"Ronny Philp",68,60,8,1
"Patrick Bauer",69,58,32,1
"Antonio Ruediger",76,59,86,2
"Florian Niederlechner",72,60,1,1
"Niclas Fuellkrug",70,56,2,1
"Rory McKeown",60,56,29,1
"Adam Gyurcso",69,46,3,1
"Ousseynou Cisse",68,46,8,1
"Dimitri Mohamed",61,62,13,1
"Yoann Touzghar",71,57,21,1
"Hugo Rodriguez",63,46,2,1
"Thomas Vincensini",60,299,1,1
"Gael Angoula",64,71,25,1
"Benjamin Boulenger",64,47,9,1
"Christophe Kerbrat",74,54,92,1
"Jason Buaillon",59,49,1,1
"Florian Raspentino",68,52,45,1
"Khalid Sekkat",61,51,1,1
"Alexi Peuget",66,50,13,1
"Clement Tainmont",71,41,32,1
"Arkadiusz Milik",77,62,45,2
"Lukasz Boguslawski",69,47,7,1
"Krzysztof Baran",64,319,18,1
"Tomas Docekal",60,42,2,1
"Yoann Arquin",61,59,26,1
"Florian Jozefzoon",71,56,45,1
"Lorenzo Burnet",68,52,96,1
"Daryl van Mieghem",67,65,32,1
"Marcelo Valverde",66,336,12,1
"Oliver",63,39,3,1
"Chancel Mbemba",77,53,52,2
"Rudy",68,46,35,2
"Amidio Balde",65,58,37,3
"Jannes Vansteenkiste",59,53,1,1
"Thomas Meunier",75,51,67,1
"Zinho Gano",67,53,28,1
"Ayub Masika",64,46,10,1
"Connor Laerenbergh",57,53,1,1
"Liroy Zhairi",64,52,11,1
"Ayanda Patosi",72,43,58,1
"Quentin Pottiez",61,47,3,1
"Dylan De Belder",60,62,1,1
"Lionel Gendarme",49,45,7,1
"Hendrik van Crombrugge",55,273,1,1
"Dino Arslanagic",69,56,37,1
"Kenneth Omeruo",72,55,35,1
"Maciej Kostrzewa",56,53,5,1
"Daniel Lukasik",66,57,29,1
"Michal Efir",60,53,1,1
"Jakub Bartkowski",60,61,1,1
"Khalid Karami",66,57,42,1
"Paulo Gazzaniga",65,341,20,1
"Rachid Alioui",67,54,11,1
"Bouna Sarr",69,58,27,1
"Riyad Mahrez",81,54,61,1
"Valeri Kazaishvili",75,49,69,1
"Ross Caldwell",53,43,4,1
"Robert Muehren",68,52,13,1
"Julian Korb",75,61,59,1
"Janek Sternberg",64,56,16,1
"John Anthony Brooks",77,44,58,1
"Thomas Lam",69,66,58,1
"Robert Klaasen",64,45,9,1
"Kevin Luckassen",56,42,8,1
"Xhelil Abdulla",60,42,2,1
"Martijn de Swart",60,300,2,1
"Stanley Elbers",65,54,14,1
"Jaap van Duijn",60,59,1,1
"Will Orban",73,58,1,1
"Julian-Maurice Derstroff",64,56,9,1
"Yunus Malli",78,66,78,1
"Shawn Parker",70,44,14,1
"Patrick Rakovsky",65,328,6,1
"Aleksandar Stevanovic",63,50,2,1
"Oezkan Yildirim",66,62,6,1
"Edgar Salli",73,51,26,2
"Martijn de Vries",59,58,1,1
"Jurgen Mattheij",66,53,40,1
"Daan Smith",61,53,13,1
"Kevin Jansen",68,61,93,1
"Darren Maatsen",57,45,18,2
"Mick van Buren",63,57,5,1
"Mats Seuntjes",65,43,41,1
"Emiliano Sala",72,41,29,1
"Faycal Fajr",76,62,65,2
"Baptiste Reynet",71,352,41,1
"Thomas Guerbert",68,60,26,1
"Saber Khalifa",73,49,41,1
"Sidy Kone",60,48,1,1
"Robin Quaison",73,52,20,1
"Cheick Fantamady Diarra",67,53,6,1
"Kenny Lala",66,48,18,1
"Souahilo Meite",70,51,8,2
"Jamaal Lascelles",69,57,10,1
"James Ward-Prowse",75,64,49,1
"Giovanni Hiwat",63,53,11,1
"Sassa",61,41,1,1
"Michel Antunes Lugo",58,39,1,1
"Matteo Bianchetti",71,37,18,1
"Farid El Alagui",61,52,4,1
"Doke Schmidt",64,64,45,1
"Tomasz Porebski",61,45,4,1
"Donovan Leon",66,332,2,1
"Molla Wague",73,39,31,2
"Guillaume Hubert",67,340,14,1
"Jean-Daniel Akpa-Akpro",73,43,88,1
"Niels De Schutter",65,52,22,1
"Jens Podevijn",63,57,11,1
"Michael Lallemand",61,53,1,1
"Sebastien Dewaest",74,61,57,1
"Pierre-Yves Ngawa",66,49,39,1
"Nikola Aksentijevic",63,57,14,1
"Lazar Markovic",77,45,29,2
"Suso",75,56,50,3
"Huanderson",66,333,18,1
"Marcelo",77,46,79,1
"Harlem-Eddy Gnohere",63,52,8,1
"Nermin Zolotic",61,54,3,1
"Michael Doughty",65,59,1,1
"Jonathan Zongo",72,54,26,1
"Angel Trujillo",74,48,74,1
"Salva Chamorro",62,57,1,1
"Alfonso Taira",66,54,30,1
"Dani Nieto",69,58,1,1
"Aleksandar Pantic",73,52,48,1
"Jordon Ibe",71,61,20,1
"Anthony Forde",62,65,3,1
"Toni",71,72,11,1
"Jonas Mendes",59,297,1,1
"Joaozinho",71,55,79,1
"Manu Lanzarote",72,40,5,1
"Nildo Petrolina",71,70,64,1
"Stenio",59,39,14,1
"Serginho",58,53,8,1
"Carlos Fonseca",64,43,9,1
"Thiago",62,50,2,1
"Benjamin Mendy",74,47,71,1
"Yohan Croizet",69,57,14,1
"Adriano Facchini",70,348,90,1
"Paulao",58,40,4,1
"Richard Almeida",59,20,19,1
"Ruca",66,47,19,1
"Luis Carlos",68,57,32,2
"Tiago Ilori",74,50,28,3
"Thiago Veras",61,47,1,1
"Filip Kostic",79,64,78,2
"Alexis Rolin",72,48,29,1
"Adam Henley",66,52,4,1
"Jese Rodriguez",80,54,14,1
"Immanuel Hoehn",68,46,32,1
"Kevin McHattie",62,53,68,1
"Brahim Darri",67,62,31,1
"Ewerton",75,50,27,1
"Jakub Swierczok",62,50,19,2
"Jeferson Maciel",58,51,1,1
"Andre Sousa",71,45,22,1
"Tomi Juric",67,56,10,1
"Kurt Zouma",79,59,75,2
"Ruben Andrade",67,54,6,1
"Carlos Manuel",67,56,1,1
"Djaniny",72,53,33,1
"Danilo",64,54,9,1
"Joao Meira",69,60,29,1
"Hernani",75,40,13,1
"Tiago Caeiro",67,61,16,1
"Pedro Santos",74,53,48,1
"Oriol Rosell",70,54,9,1
"Gerard Badia",66,59,25,1
"Nicola Murru",71,25,39,1
"Pietro Terracciano",65,310,2,1
"Stefan Adrian Popescu",65,49,2,1
"Filip Modelski",67,55,17,1
"Patryk Wolanski",55,266,3,1
"Christie Elliot",62,59,31,1
"Kevin Boli",60,46,13,1
"Evandro Brandao",64,42,8,1
"Aldair",69,51,5,1
"Kerim Frei Koyunlu",75,48,8,1
"Petrus Boumal Mayega",57,51,6,1
"Simmy Nwankwo",67,57,22,1
"Brayan Perea",69,40,14,2
"Vitor Goncalves",64,52,16,1
"Daan Disveld",60,50,1,1
"Dennis Praet",77,46,58,1
"Ibrahim Obayomi",60,52,1,1
"Luca Lezzerini",62,312,1,1
"Matos",74,44,24,2
"Daniel Dziwniel",63,54,24,2
"Konstantinos Stafylidis",71,57,8,1
"Gary Gardner",67,59,5,1
"Michael O'Halloran",68,62,52,1
"Alex Kacaniklic",71,58,33,1
"Cauley Woodrow",63,69,5,1
"Marcello Trotta",68,61,1,1
"Denis Suarez",79,48,40,1
"Joan Roman",71,49,2,2
"Karim Rekik",72,55,77,3
"Frederic Veseli",61,64,19,1
"Michael Harriman",63,49,1,1
"Daniel Redmond",62,56,17,1
"Marios Oikonomou,18",75,15,18,1
"Valerio Verre",67,46,2,1
"Guillermo",68,42,9,1
"Enric Saborit",66,56,2,1
"Alvaro Vadillo",71,43,19,1
"Alejandro Pozuelo",72,50,37,3
"Carlos Clerc",64,56,1,1
"Sergi Darder",76,43,76,2
"Zouhair Feddal",75,57,46,2
"Christian Alfonso",64,50,2,1
"Christian Gomez",62,43,17,1
"Roberto",70,56,43,1
"Laurent Depoitre",76,50,52,1
"Daniel Carvajal",82,65,98,2
"Inigo Martinez",80,63,155,1
"Ruben Pardo",77,46,70,1
"Julian",73,371,16,1
"Alex Menendez",68,48,10,1
"Juan Bernat",79,56,75,2
"Cristian Portu",72,67,1,1
"Alessio Cragno",68,333,13,1
"Fran Rico",75,51,79,1
"Manuel Pucciarelli",73,38,55,1
"Mario Rui",76,49,61,1
"Mauro Icardi",80,43,91,1
"Nicolas",63,317,1,1
"Jorginho",79,56,72,1
"Alhassane Keita",65,50,16,1
"Jamie Vardy",79,62,62,1
"Berkay Tolga Dabanli",67,37,5,1
"Stephen O'Donnell",62,60,49,1
"Joe Riley",62,51,2,1
"Adama Ba",66,53,8,1
"Cristian Lobato",66,57,1,1
"Jairo",76,59,67,2
"Derick Chuka Ogbu",66,40,43,1
"Jean Deza",68,48,4,1
"Anass Achahbar",69,57,7,1
"Arsenio Valpoort",64,45,6,1
"Filip Helander",73,56,18,1
"Filip Starzynski",69,56,42,2
"Menno Heerkes",60,54,1,1
"Formose Mendy",62,54,6,1
"Ivan Lopez",74,56,32,1
"Loris Karius",80,399,90,1
"Callum Tapping",57,56,23,1
"Yann Songo'o",57,56,15,1
"Michal Nalepa",64,49,6,1
"Christian Santos",71,50,25,1
"Alejandro Grimaldo Garcia",70,50,1,1
"Riccardo Improta",66,52,1,1
"Mattia De Sciglio",75,21,74,1
"Boubacar Fofana",69,60,16,1
"Yeltsin Tejeda",70,66,24,1
"John Jairo Ruiz",65,49,25,2
"Jack Butland",79,395,36,1
"Marc McCallum",57,284,1,1
"Charlie Taylor",69,54,4,1
"Isaac Kiese Thelin",67,58,14,1
"Jack Hamilton",59,298,2,1
"Lenny Nangis",71,57,39,1
"Jak Alnwick",65,322,5,1
"Ruben Jurado",67,55,31,1
"David Moberg Karlsson",65,50,2,1
"Uche Nwofor",65,55,27,3
"Benito Raman",71,55,32,1
"Alassane Tambe",66,55,28,2
"Kalifa Coulibaly",69,55,10,1
"Timothee Dieng",60,51,2,1
"Rodrigo",67,340,1,1
"Darwin Machis",67,49,2,1
"Nivaldo",65,49,11,1
"Jurgen Locadia",75,48,57,1
"Munas Dabbur",74,61,75,1
"Roman Buess",67,45,25,1
"Kevin Stewart",62,51,6,1
"Marvin Baudry",67,58,20,1
"Jander",67,45,55,1
"Henk Bos",60,56,5,1
"Sanjin Prcic",66,59,27,1
"Michael Keane",72,56,17,1
"Ezekiel Fryers",65,52,9,2
"Zhi-Gin Lam",67,58,15,1
"Florian Hartherz",67,56,19,1
"Mergim Brahimi",61,48,13,1
"Daniel Soares Brites",57,48,1,1
"Nick Bakker",62,39,2,1
"Wilfried Zahibo",64,66,2,1
"Islam Slimani",80,51,53,1
"Jhon Cordoba",75,53,45,2
"Bjarne Thoelke",65,61,4,1
"Pedro Bigas",73,62,55,1
"Lionel Zouma",63,65,14,1
"Paul Nardi",72,347,2,1
"Norbert Gyomber",72,51,14,1
"Curtis Good",63,47,3,1
"Laurent Jans",66,57,27,1
"Nir Bitton",72,49,57,1
"Roque Mesa",73,50,28,1
"Raul Jimenez",76,55,10,2
"Levy Madinda",70,46,6,1
"Marwan Mohsen",64,58,7,1
"Mohamed Salah",80,62,64,3
"Romain Saiss",75,50,35,1
"Caner Cavlan",69,51,15,1
"Mamadou Kone",67,55,5,1
"Andre Biyogo Poko",71,67,46,1
"Dico Koppers",67,60,61,1
"Joseph Romeric Lopy",68,59,35,1
"Somalia",72,44,24,1
"Tristan Dingome",68,49,32,1
"Luis Martins",71,50,29,2
"Elseid Hysaj",77,52,66,1
"Luca Antei",71,57,28,1
"Achraf Lazaar",73,53,47,1
"Fernando Lewis",62,51,19,1
"Joeri de Kamps",64,52,31,1
"Simon Tibbling",73,63,46,1
"Luciano Dario Vietto",78,56,29,1
"Birger Verstraete",64,61,15,1
"Bjorn Engels",75,50,17,1
"Levent Guelen",69,61,45,1
"Ilija Ivic",54,51,4,1
"Mariusz Stepinski",67,44,27,1
"Osman Sow",66,52,22,1
"Alassane Plea",75,69,42,1
"Joseph Chalmers",54,51,11,1
"Marcus Fraser",59,44,42,1
"Daniel Potts",60,49,1,1
"Thomas Reilly",58,42,11,1
"Conor Townsend",65,52,14,1
"Mitchell Paulissen",67,58,16,1
"Eneko Satrustegui",63,42,10,1
"Manuel Onwu",63,56,1,1
"Dani Sotres",65,325,1,1
"Goncalo Reyes",60,46,1,1
"Ahmed Hegazy",65,51,1,1
"Diego Rolan",77,49,66,1
"Pablo Iniguez",71,54,3,1
"Simon Falette",68,55,1,1
"Tommaso Arrigoni",58,52,4,1
"Igor Lichnovsky",68,61,1,1
"Jamie Walker",68,60,55,1
"Davy Klaassen",79,57,81,1
"Lesley de Sa",66,59,22,1
"Chuks Aneke",68,46,25,1
"Jeremy Labor",61,46,3,1
"Mitchell Weiser",72,60,37,1
"Maximilian Arnold",77,51,71,1
"Alexandru Maxim",76,50,50,1
"Robin Propper",66,53,16,1
"Josip Radosevic",65,50,5,1
"Antonio Milic",68,48,28,1
"Sebastian Steblecki",63,55,18,2
"Leandro Kappel",63,48,2,1
"Edson Rivera",64,62,1,1
"Jesse Lingard",76,54,20,1
"Mame Baba Thiam",71,56,22,1
"Vincent Laurini",71,58,37,1
"Antonio Di Gaudio",72,33,8,1
"Dan Twardzik",59,293,28,1
"Salvatore Andrea Molina",64,52,1,1
"Mario Sampirisi",67,40,31,2
"Dylan Ragolle",56,41,1,1
"Ricardo van Rhijn",73,54,100,1
"Terence Kongolo",75,57,74,1
"Evan Melo",58,45,1,1
"Alvaro Ampuero",60,47,4,1
"Bryan Cristante",72,19,2,1
"Alberto Brignoli",68,333,1,1
"Kevin Lasagna",71,65,5,1
"Pablo Mari Villar",67,52,1,1
"Javier Manquillo",72,60,42,3
"Yaya Banana",71,41,39,2
"Emanuele Suagher",70,56,6,1
"Wannes van Tricht",63,41,7,1
"Fraser Mullen",55,43,8,1
"Sergio Rico",77,388,51,1
"Roberto Torres",70,52,26,1
"Luca Rizzo",71,41,19,1
"Joao Mario",80,45,57,1
"Betinho",67,51,3,1
"Ricardo Esgaio",71,53,18,1
"Ibrahima Cisse",68,61,43,1
"Dolly Menga",66,50,27,2
"Armando Izzo",74,51,38,1
"Mauro Caballero",68,58,6,1
"Mehdi Abeid",70,61,16,2
"Brad McKay",60,55,25,1
"Ross Barbour",61,53,49,1
"Jeison Murillo",79,60,68,2
"Romeu Rocha",67,52,13,1
"Ricardo",67,336,16,1
"Pintassilgo",69,68,49,1
"Wagner",69,58,15,2
"Nabil Ghilas",73,48,46,2
"Ricardo Andrade",66,327,2,1
"Samuel Stanton",71,57,6,1
"Yuya Kubo",70,57,40,1
"Patrick Bamford",70,49,2,1
"Lee Ashcroft",63,49,53,1
"Minor Escoe",58,42,4,1
"Kiko",64,52,12,1
"Pape Diamanka",70,57,2,1
"Aleksandar Bjelica",65,60,11,2
"Garry Mendes Rodrigues",73,53,21,1
"Abel Khaled",61,63,3,1
"Kevin Mayi",66,47,8,1
"Bertrand Traore",74,50,36,2
"Roger",71,65,9,1
"Alexy Bosetti",71,49,23,1
"Baissama Sankoh",65,51,18,1
"Koffi Djidji",72,46,27,1
"Nathan Sinkala",63,44,19,2
"Bryan Verboom",70,50,57,1
"Nicolas Delporte",63,59,3,1
"Hernan Hinostroza",65,49,4,1
"Diego Galo",72,48,78,1
"Mohamed Yattara",70,45,32,2
"Sadio Mane",78,56,54,1
"Christopher Johnston",65,55,37,1
"Siam Ben Youssef",70,60,12,1
"Florian Julien",54,54,1,1
"Mehdi Zeffane",68,59,16,1
"Amos Youga",69,43,14,1
"Steeve Yago",68,53,62,1
"Alejandro Galvez",73,46,93,2
"Jeroen Lumu",64,48,3,1
"Dominique Heintz",75,60,32,1
"Memphis Depay",79,50,80,2
"Tom Rogic",70,59,26,1
"Dominik Kohr",72,43,54,1
"Samed Yesil",64,50,2,1
"Matthias Ginter",76,46,96,1
"Oliver Sorg",74,49,123,1
"Tobias Strobl",74,55,67,1
"Jordan Pickford",71,367,2,1
"Jordan Roberts",58,68,6,1
"Luciano Slagveer",70,68,62,1
"Jordy van Deelen",62,56,21,1
"Juanto",64,62,9,1
"Mart Lieder",63,52,33,1
"Mats van Huijgevoort",62,48,1,1
"Matthew Steenvoorden",63,45,13,1
"Tonny Vilhena",75,60,82,1
"Fernando Marcal",74,55,69,1
"Christian Irobiso",63,54,3,1
"Nuno Lopes",65,39,34,1
"Thibaut Vion",65,48,1,1
"Sead Kolasinac",74,56,57,1
"Rani Khedira",67,53,6,1
"Diacko Fofana",60,58,1,1
"Kenny van der Weg",62,42,53,1
"Odisseas Vlachodimos",64,321,2,1
"Magique",64,45,19,1
"Joel Veltman",78,43,82,1
"Emmanuel Herrera",65,42,21,1
"Sander van de Streek",68,60,52,1
"Hakan Calhanoglu",79,50,86,1
"Darko Jevtic",70,56,28,2
"Pedro Henrique",75,57,74,2
"Milos Bakrac",54,57,1,1
"Michael Frey",67,61,65,2
"Davide Mariani",55,50,16,1
"Stefano Denswil",73,49,41,2
"Tomislav Kis",64,47,7,1
"Merveille Goblet",62,311,12,1
"Matheuzinho",71,50,1,1
"Marnick Vermijl",65,53,28,1
"Terell Ondaan",67,48,27,1
"Diego Lima",70,55,8,1
"Alex Cooper",57,54,12,1
"Imoh Ezekiel",74,64,35,1
"Ricardo Pereira",74,65,56,2
"Aleksander Jagiello",61,45,1,1
"Ze Luis",76,59,19,1
"Tomasz Kedziora",69,54,45,1
"Olivier Jaeckle",58,58,42,1
"Toni Silva",65,61,9,1
"Igor Bubnjic",72,56,17,1
"Sebastian Cristoforo",72,64,20,1
"Adam Pazio",64,63,25,1
"Kamil Wlodyka",62,57,8,1
"Mateusz Kwiatkowski",55,46,3,1
"Mariusz Rybicki",56,60,1,1
"Marvin Johnson",65,56,42,1
"Joey Belterman",60,53,5,1
"Luis Pedro",63,45,3,1
"Kenneth Schuermans",67,65,49,1
"Samir Ramizi",55,58,1,1
"Abdelouahed Chakhsi",56,46,67,1
"Baye Oumar Niasse",77,52,2,1
"Stephane Badji",70,63,6,1
"Cyriaque Rivieyran",66,56,3,1
"Pierre-Yves Polomat",69,60,5,1
"Emre Can",75,54,76,2
"Cleber",74,58,26,1
"Jonas Hector",78,55,65,1
"Patrik Misak",59,55,5,1
"Kevin Koubemba",64,54,5,1
"El-Hadji Ba",57,54,7,1
"Abdullah Al Hafith",63,54,1,1
"Gerson Guimaraes",68,63,18,1
"Lalaina Nomenjanahary",71,60,15,1
"Andrew Wooten",69,58,2,1
"Andrew Mitchell",57,49,1,1
"Dejan Janjatovic",65,55,83,1
"Jacek Goralski",70,47,16,1
"Dobrivoj Rusov",58,289,3,1
"Rafidine Abdullah",68,52,26,1
"Paul Dummett",69,63,84,2
"David Wilson",52,49,3,1
"Dariusz Trela",63,311,27,1
"Wojciech Lisowski",59,55,6,1
"Frank Acheampong",73,62,24,1
"Milan Skriniar",65,55,2,1
"Saul Niguez",79,51,68,1
"Michal Maslowski",68,68,15,1
"Jin-Su Kim",74,48,31,1
"Amin Younes",76,65,30,2
"Deivid",72,68,23,1
"Federico Ricci",68,47,1,1
"Martin Bukata",60,51,2,1
"Andrea Belotti",75,53,38,1
"Jakub Kowalski",59,65,36,1
"Mateusz Szwoch",61,49,4,1
"Krzysztof Danielewicz",57,53,38,1
"Damian Jakubik",54,56,6,1
"Jakub Czerwinski",67,50,12,1
"Patryk Fryc",61,56,10,1
"Veljko Batrovic",58,55,2,1
"Mikel Agu",66,65,3,2
"Adam Cummins",59,45,17,1
"Fabian Holland",70,58,21,1
"Jordy Croux",61,58,2,1
"Pierrick Capelle",69,62,15,1
"Louis Poggi",67,52,9,1
"Nicolas Verdier",68,60,27,1
"Clement Maury",70,360,34,1
"Cofie Bekoe",63,39,4,1
"Cedric Badjeck",60,45,2,1
"Alan Uryga",61,60,39,1
"Jack Grealish",71,51,16,1
"Yoell van Nieff",65,47,30,1
"Modou Barrow",69,55,7,1
"Baard Finne",67,59,2,1
"Christopher Kane",60,61,13,1
"Lewis Longridge",62,51,12,1
"Alberto Moreno",77,54,92,2
"Quique Rivero",62,51,4,1
"Roberto Correa",67,57,7,1
"Cassio Magalhaes",61,49,9,1
"Melker Hallberg",67,45,2,1
"Moises Garcia",64,54,3,1
"Felipe Gedoz",73,59,23,1
"Gaston Silva",70,49,13,1
"Patryk Stepinski",51,44,3,1
"Cameron Smith",63,44,20,1
"Paul Grant",54,265,1,1
"Brendon Galloway",66,45,16,1
"Jude Winchester",54,54,5,1
"Oliver Torres",78,42,33,2
"Adrien Thomasson",73,60,42,1
"Alfred Duncan",73,39,48,1
"Joseph Barbato",58,51,2,1
"Lawrence Shankland",57,58,1,1
"Alexander Corryn",63,51,1,1
"Hugo Fraile Martinez",66,61,1,1
"Nono",68,56,18,1
"Miguel Rodrigues",69,71,38,1
"Ogenyi Onazi",75,56,46,1
"Jonathan Cristian Silva",73,53,12,1
"Emanuel Insua",73,48,12,1
"Carlos Gruezo",70,54,14,1
"Baptiste Aloe",66,57,4,1
"Fabien Boyer",60,56,7,1
"Sean Kelly",60,52,51,1
"Ruben Vezo",76,52,28,2
"Constantin Nica",63,51,7,1
"Ryan Gauld",72,61,25,1
"Leandro Trossard",70,47,10,1
"Mattia Maggio",60,53,1,1
"Amadou Soukouna",59,37,3,1
"Sam Larsson",74,58,39,1
"Chuli",71,53,4,1
"N'Golo Kante",79,54,68,2
"Joaquin Correa",71,44,10,1
"Romario",65,59,5,1
"Yassine Benzia",69,51,24,1
"Filipe Augusto",73,52,39,2
"Marco Buerki",56,51,38,1
"Leonardo Bertone",65,49,54,1
"Andres Malloth",52,257,1,1
"Maurides",69,59,8,1
"Younes Namli",67,60,2,1
"Matheus Doria",75,57,7,1
"Dan Mori",65,63,9,1
"Victor Andrade",73,54,1,1
"Reuben Gabriel",66,61,29,3
"Patrick",67,55,25,1
"Matheus",70,49,15,1
"Adrian Ricardo Centurion",72,39,5,1
"Fredy Hinestroza",72,50,20,1
"Rodrigo De Paul",76,56,12,1
"Abdul Rahman Baba",77,50,58,2
"Paulo Dybala",81,50,71,1
"Mirko Salvi",61,305,11,1
"Eric Durm",77,60,42,1
"Jonas Hofmann",76,42,20,1
"Ronny Marcos",65,56,7,1
"Jerome Gondorf",72,51,33,1
"Erick Pulgar",68,61,6,1
"Kevin Gissi",53,43,1,1
"Peter Sladek",62,69,3,1
"Rodgers Kola",64,54,7,1
"Saleh Gomaa",73,64,25,1
"Mohamed Elneny",73,55,64,2
"Toni Gorupec",69,55,7,1
"Domen Crnigoj",60,54,6,1
"Leon Goretzka",77,56,41,1
"Marvin Ducksch",66,53,2,1
"Hendrick Zuck",67,42,1,1
"Joao Schimdt",68,48,10,1
"Douglas Santos",73,60,3,1
"Lucas Silva",74,49,14,2
"Bruno Godeau",66,51,34,1
"Koen Van Langendonck",67,339,62,1
"Thomas Foket",72,54,65,1
"Mauricio Cuero",72,69,5,1
"Frederic Gounongbe",70,56,33,1
"Birama Toure",72,47,35,1
"Kevin Mbabu",54,50,2,1
"Ondrej Duda",72,67,32,1
"Wilfried Kanon",72,54,25,1
"Florin Bejan",60,49,3,1
"Aurelian Chitu",67,46,1,1
"Sebastian Mladen",64,49,11,1
"Aleksandar Mitrovic",76,53,47,2
"Hicham Faik",68,50,19,1
"Oebele Schokker",61,61,4,1
"Mark Diemers",67,56,31,1
"Karim Tarfi",66,53,8,1
"Wouter Weghorst",68,62,55,1
"Warner Hahn",73,363,30,1
"Deniz Tueruec",70,61,59,1
"Brandley Kuwas",68,58,25,1
"Mickey van der Hart",66,340,40,1
"Mitchell Dijks",74,58,79,1
"Timo Letschert",74,55,72,1
"Elson Hooi",67,59,43,1
"Marcel Stutter",60,52,6,1
"Menno Koch",68,47,9,1
"Yassine Ayoub",73,59,77,1
"Denzel Slager",61,59,1,1
"Maxime Poundje",72,52,40,1
"Iheb M'barki",66,48,4,1
"Mouez Hassen",71,356,41,1
"Adrien Rabiot",77,52,54,1
"Abdoulaye Doucoure",73,68,70,2
"Axel N'Gando",69,60,14,1
"Jordan Adeoti",70,48,29,1
"Sebastien Haller",76,40,46,1
"Raphael Guerreiro",75,45,89,1
"Sandy Walsh",67,53,23,1
"Yannick Ferreira-Carrasco",80,49,61,2
"Yrondu Musavu-King",69,56,8,1
"Fabien Tchenkoua",64,56,3,1
"Mory Kone",62,53,3,1
"Michael Jordan N'Kololo",66,57,5,1
"Khalid Boutaib",67,52,22,1
"Siebe Schrijvers",69,48,25,1
"Junior Malanda-Adje",73,50,28,2
"Antonio Reguero Chapinal",61,298,34,1
"Matthew Cooper",56,46,2,1
"James Craigen",58,52,42,1
"Lukas Raeder",67,341,18,2
"Ivan Paurevic",69,66,2,1
"Marc-Oliver Kempf",71,57,13,1
"Marc Stendera",75,53,48,1
"Christian Guenter",72,55,60,1
"Thomas Pledl",66,51,3,1
"Ilir Azemi",67,49,3,1
"Dariusz Formella",64,62,6,1
"Johnny Vidales",64,34,1,1
"Callum Paterson",67,56,76,1
"Conor Pepper",55,53,2,1
"Darian MacKinnon",57,5,51,1
"Idrissa Mandiang",69,56,43,1
"Morgan Sanson",77,56,64,1
"Fernando Ferreira",68,54,24,1
"Sturgeon",74,65,58,1
"Kay",66,52,5,1
"Luka Djordjevic",68,62,2,2
"Dale Carrick",57,46,18,1
"Zaine Francis-Angol",57,55,29,1
"Steven Hetherington",51,54,1,1
"John McGinn",65,51,71,1
"Santiago Montoya",73,63,3,1
"Lucas Ariel Ocampos",74,53,27,1
"Benjamin-Kantie Karamoko",63,47,1,1
"Jean-David Beauguel",64,47,10,1
"Giovanni Korte",66,45,18,1
"Dariusz Zjawinski",58,59,11,1
"Pawel Baranowski",62,58,16,1
"Dominik Kun",60,51,2,1
"Andrew Robertson",73,50,49,2
"Adama Soumaoro",68,54,29,1
"Leo Baptistao",78,46,64,1
"Ruben Duarte",70,56,29,1
"Antonio Cotan",67,53,3,1
"Sergi Gomez",73,60,42,1
"Patric",68,57,6,1
"Daniele Rugani",78,30,47,1
"Joel Untersee",60,19,33,1
"Carles Gil",74,58,51,2
"David Simon",74,53,18,1
"Vitor Bruno",65,45,6,1
"Marko Bakic",66,51,12,2
"Dimitrios Pelkas",71,63,3,1
"Fabinho",78,47,88,1
"Cristian Benavente",63,49,1,1
"Jose Rodriguez",74,53,17,1
"Omar Mascarell",71,43,15,1
"Lucas Vazquez",78,50,38,1
"Quini",56,127,27,1
"Denis Cheryshev",79,52,25,1
"Levent Aycicek",67,58,5,1
"Thibault Peyre",66,55,25,1
"Mimoun Mahi",70,52,17,1
"Ben Greenhalgh",49,55,1,1
"Florent Zitte",58,49,3,1
"Opa Nguette",69,45,15,1
"Cleyton",68,43,26,1
"Salim Cisse",68,56,20,1
"Hakim Ziyech",78,51,91,1
"Oussama Tannane",72,43,42,2
"Johny",76,45,106,1
"Mamadou Ba",63,321,1,1
"Avto",64,54,29,1
"Luis Gustavo",67,52,8,1
"Minhoca",72,52,15,1
"Rafael Veloso",61,305,1,1
"Eric Dier",76,53,79,2
"Fabris Fokobo",68,56,2,1
"Nii Plange",69,47,37,1
"Iuri Medeiros",75,43,38,1
"Bruma",76,52,22,2
"Tobias Figueiredo",73,51,12,1
"Konrad Jalocha",54,273,2,1
"Luis Aurelio",69,57,25,1
"Cristian Amado",67,58,1,1
"Dyego Sousa",69,50,30,1
"Bruninho",64,47,4,1
"Paulinho",62,54,11,1
"Frederico Venancio",72,57,54,1
"Luan",65,35,23,1
"Karol Linetty",73,52,42,1
"Wojciech Zyska",54,49,5,1
"Goncalo Silva",65,55,13,1
"Aderlan Santos",80,56,75,2
"Afonso",74,52,34,1
"Adam Dzwigala",60,56,13,1
